0.814723686,0.162182308,1
0.905791937,0.794284541,1
0.126986816,0.311215042,1
0.913375856,0.528533136,1
0.632359246,0.165648729,1
0.097540405,0.601981941,1
0.278498219,0.262971285,-1
0.546881519,0.654079098,1
0.957506835,0.689214503,1
0.964888535,0.748151593,1
0.157613082,0.450541599,1
0.970592782,0.083821378,1
0.957166948,0.228976969,1
0.485375649,0.913337362,1
0.800280469,0.152378019,1
0.141886339,0.825816977,1
0.421761283,0.538342435,1
0.915735525,0.996134717,1
0.79220733,0.078175529,1
0.959492426,0.44267827,1
0.655740699,0.10665277,1
0.035711679,0.961898081,1
0.849129306,0.004634224,1
0.933993248,0.774910465,1
0.678735155,0.817303221,1
0.757740131,0.868694705,1
0.743132468,0.084435846,1
0.39222702,0.399782649,-1
0.65547789,0.259870403,1
0.171186688,0.80006848,1
0.706046088,0.431413827,1
0.031832846,0.910647594,1
0.276922985,0.181847028,-1
0.046171391,0.263802917,1
0.097131781,0.14553898,1
0.823457828,0.136068559,1
0.694828623,0.869292208,1
0.31709948,0.579704587,1
0.950222049,0.549860202,1
0.034446081,0.144954798,1
0.43874436,0.853031118,1
0.381558457,0.622055131,1
0.765516788,0.350952381,1
0.795199901,0.51324954,1
0.186872605,0.401808034,1
0.489764396,0.075966692,1
0.445586201,0.239916154,-1
0.64631301,0.123318935,1
0.709364831,0.183907788,1
0.754686682,0.239952526,1
0.276025077,0.417267069,-1
0.679702677,0.04965443,1
0.655098004,0.90271611,1
0.162611735,0.94478719,1
0.118997682,0.490864092,1
0.498364052,0.489252638,1
0.959743959,0.33771941,1
0.340385727,0.900053846,1
0.585267751,0.369246781,-1
0.223811939,0.111202755,1
0.751267059,0.780252068,1
0.255095115,0.389738837,-1
0.505957052,0.241691286,-1
0.699076723,0.403912146,1
0.890903253,0.096454525,1
0.959291425,0.131973293,1
0.54721553,0.942050591,1
0.138624443,0.95613454,1
0.149294006,0.575208595,1
0.257508254,0.059779543,1
0.840717256,0.234779913,1
0.254282179,0.353158571,-1
0.814284826,0.82119404,1
0.243524969,0.015403438,1
0.929263623,0.043023802,1
0.349983766,0.168990029,-1
0.19659525,0.649115475,1
0.251083858,0.731722386,1
0.616044676,0.647745963,1
0.473288849,0.450923706,-1
0.351659507,0.547008892,1
0.830828628,0.296320806,1
0.585264091,0.744692807,1
0.549723608,0.188955015,-1
0.917193664,0.686775433,1
0.285839019,0.183511156,-1
0.757200229,0.368484596,1
0.753729094,0.625618561,1
0.380445847,0.780227435,1
0.567821641,0.081125769,1
0.07585429,0.929385971,1
0.053950119,0.775712679,1
0.530797553,0.486791632,1
0.77916723,0.435858589,1
0.934010684,0.446783749,1
0.129906208,0.306349472,1
0.568823661,0.508508655,1
0.469390641,0.510771564,1
0.01190207,0.817627708,1
0.337122644,0.794831417,1
